Estado,Nombre de Estado,Numero de Caso,Peatones,Personas _no_vehiculos,Vehiculos automotores,Vehiculos estacionados,Condado,Nombre Condado,Ciudad,Nombre Ciudad,Mes,Nombre Mes,Dia,Año,Hora,Minuto,Calle,Ruta,Nombre Ruta,Rural o Urbanoo,Sistema Funcional,Dueño Calle,Sistema Nacional Carreteras,Jurisdiccion Especial,Milla,Latitud,Longitud,Causa del Accidente,Tipo de Accidente,Tipo Interseccion,Columna1,Lugar en la calle,Zona de Trabajo,Luz,Clima,Autobus Escolar,Cruce de Trenes,Hora Notificacion,Minuto Notificacion,Hora Llegada,Minuto Llegada,Decesos,Fecha,PersonaVehiculo
2,Alaska,20012,0,0,2,0,122,KENAI PENINSULA (122),1230,KASILOF,3,Marzo,27,2022,99,99,COHOE LOOP RD,9,Desconocido,Rural,Colector Menor,State Highway Agency,0,Sin jurisdiccion especial,109,60.35459167,-151.3195917,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,99,99,99,99,2,27/03/2022,3
2,Alaska,20013,0,0,1,0,170,MATANUSKA-SUSITNA (170),2000,PALMER,4,Abril,17,2022,0,19,SR-1 GLENN HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,297,61.49824722,-149.2437278,Poste,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro con iluminacion,Nublado,No,NO APLICA,88,88,88,88,1,17/04/2022,1
2,Alaska,20014,0,0,1,0,122,KENAI PENINSULA (122),980,HOMER,4,Abril,23,2022,0,38,EAST END RD,9,Desconocido,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,98,59.71880833,-151.2981583,Poste,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,lluvia,No,NO APLICA,7,9,7,21,1,23/04/2022,1
2,Alaska,20015,0,0,3,0,170,MATANUSKA-SUSITNA (170),2000,PALMER,4,Abril,29,2022,8,17,BOGARD RD,9,Desconocido,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,68,61.61389722,-149.3227611,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,8,22,8,33,1,29/04/2022,5
2,Alaska,20016,0,0,1,0,282,YAKUTAT CITY AND BOR (282),2860,YAKUTAT,4,Abril,30,2022,22,0,NF-10,8,Otro,Rural,Colector Menor,State Highway Agency,0,Sin jurisdiccion especial,99998,59.54571667,-139.725075,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,99,99,99,99,1,30/04/2022,5
2,Alaska,20017,0,0,2,0,170,MATANUSKA-SUSITNA (170),2823,WILLOW,5,Mayo,9,2022,5,47,SR-3 PARKS HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,326,61.72018611,-150.0382778,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,5,51,6,9,1,09/05/2022,3
2,Alaska,20018,0,0,1,0,20,ANCHORAGE (20),130,ANCHORAGE,5,Mayo,9,2022,12,51,SR-1 GLENN HWY,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.36677222,-149.5345694,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,En el medio,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,09/05/2022,1
2,Alaska,20019,0,0,5,0,20,ANCHORAGE (20),130,ANCHORAGE,5,Mayo,13,2022,17,52,SR-1 GLENN HWY,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.22514167,-149.7440972,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,54,17,59,2,13/05/2022,8
2,Alaska,20020,0,0,2,0,90,FAIRBANKS NORTH STAR (90),770,FAIRBANKS,5,Mayo,18,2022,14,38,AIRPORT WAY,8,Otro,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,99998,64.83669167,-147.8124389,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,39,14,42,1,18/05/2022,3
2,Alaska,20021,0,0,1,0,90,FAIRBANKS NORTH STAR (90),810,FOX,5,Mayo,19,2022,11,47,SR-2 ELLIOT HWY,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,30,64.99728333,-147.6401583,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,88,88,88,88,1,19/05/2022,1
2,Alaska,20022,0,0,1,0,170,MATANUSKA-SUSITNA (170),2500,TALKEETNA,5,Mayo,24,2022,99,99,TALKEETNA SPUR RD,9,Desconocido,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,29,62.17413056,-150.0296806,Acotamiento,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,1,52,2,0,1,24/05/2022,1
2,Alaska,20023,0,0,2,0,20,ANCHORAGE (20),434,CHUGIAK,5,Mayo,29,2022,13,32,SR-1 GLENN HWY,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.37252778,-149.530325,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,13,34,13,43,1,29/05/2022,2
2,Alaska,20024,1,1,1,0,20,ANCHORAGE (20),130,ANCHORAGE,5,Mayo,30,2022,2,30,SR-1 SEWARD HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1010,60.97027222,-149.4517611,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,2,99,2,99,1,30/05/2022,5
2,Alaska,20025,0,0,2,0,122,KENAI PENINSULA (122),2300,SEWARD,5,Mayo,30,2022,17,35,SEWARD HWY,9,Desconocido,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,73,60.1933,-149.3728583,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,38,17,48,1,30/05/2022,4
2,Alaska,20026,0,0,2,0,130,KETCHIKAN GATEWAY (130),1250,KETCHIKAN,6,Junio,4,2022,14,37,NORTH TONGASS HWY,9,Desconocido,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,75,55.42154167,-131.7709389,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,36,14,41,1,04/06/2022,2
2,Alaska,20027,0,0,1,0,170,MATANUSKA-SUSITNA (170),2823,WILLOW,6,Junio,10,2022,9,30,SR-3 PARKS HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,398,61.81587778,-150.0921167,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,9,33,9,58,1,10/06/2022,4
2,Alaska,20028,0,0,1,0,20,ANCHORAGE (20),130,ANCHORAGE,6,Junio,15,2022,23,12,15TH AVE,8,Otro,Urbano,Arteria Principal,County Highway Agency,1,Sin jurisdiccion especial,99998,61.20777778,-149.8564778,Banqueta,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Atardecer,Nublado,No,NO APLICA,23,13,23,18,1,15/06/2022,1
2,Alaska,20029,0,0,2,0,90,FAIRBANKS NORTH STAR (90),770,FAIRBANKS,6,Junio,28,2022,7,40,GEIST RD,9,Desconocido,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,9,64.84919722,-147.8437028,Vehiculo en movimiento,Frente a frente,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,28/06/2022,2
2,Alaska,20030,0,0,2,0,20,ANCHORAGE (20),130,ANCHORAGE,6,Junio,30,2022,0,13,SR-3 SEWARD HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1085,60.99976667,-149.6448361,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Atardecer,Despejado,No,NO APLICA,0,16,0,34,1,30/06/2022,6
2,Alaska,20031,0,0,1,0,170,MATANUSKA-SUSITNA (170),2790,WASILLA,7,Julio,1,2022,5,56,SR-3 PARKS HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,144,61.57388889,-149.6544444,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,6,0,6,6,1,01/07/2022,1
2,Alaska,20032,0,0,2,0,110,JUNEAU CITY AND BOR (110),1130,JUNEAU,7,Julio,5,2022,17,44,EGAN DR,9,Desconocido,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,2,58.29936389,-134.4138167,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,45,17,49,1,05/07/2022,2
2,Alaska,20033,1,1,1,0,110,JUNEAU CITY AND BOR (110),1130,JUNEAU,7,Julio,9,2022,0,16,SR-7 EGAN DR,3,Highway estatal,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,99998,58.36405,-134.5748333,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Oscuro con iluminacion,lluvia,No,NO APLICA,88,88,88,88,1,09/07/2022,1
2,Alaska,20034,0,0,3,0,170,MATANUSKA-SUSITNA (170),2790,WASILLA,7,Julio,17,2022,0,13,SR-3 PARKS HWY,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,32,61.58436944,-149.5448639,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Atardecer,Nublado,No,NO APLICA,0,15,0,22,2,17/07/2022,5
2,Alaska,20035,0,0,1,0,170,MATANUSKA-SUSITNA (170),2790,WASILLA,7,Julio,24,2022,5,0,KNIK GOOSE BAY RD,9,Desconocido,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,91,61.50636111,-149.6435833,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre Acotamiento,Ninguna,Dia total,Despejado,No,NO APLICA,5,3,5,13,1,24/07/2022,1
2,Alaska,20036,0,0,2,0,20,ANCHORAGE (20),130,ANCHORAGE,7,Julio,28,2022,17,29,SR-1 GLENN HWY,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.22451389,-149.7705444,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,31,17,36,1,28/07/2022,3
2,Alaska,20037,0,0,1,0,170,MATANUSKA-SUSITNA (170),2000,PALMER,7,Julio,29,2022,16,39,SR-1 GLENN HWY,3,Highway estatal,Unknown,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,308,61.50515833,-149.2518306,Immersion total o parcial,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre Acotamiento,Ninguna,Dia total,Despejado,No,NO APLICA,99,98,99,98,2,29/07/2022,2
2,Alaska,20038,0,0,1,0,90,FAIRBANKS NORTH STAR (90),9997,Other,7,Julio,29,2022,23,49,MILLER HILL RD,8,Otro,Urbano,Local,County Highway Agency,0,Sin jurisdiccion especial,12,64.88474722,-147.8804389,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,23,49,23,59,1,29/07/2022,2
2,Alaska,20039,0,0,1,0,170,MATANUSKA-SUSITNA (170),0,NO APLICA,7,Julio,30,2022,22,1,SELDON RD,9,Desconocido,Urbano,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,28,61.61379444,-149.4774778,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,88,88,88,88,1,30/07/2022,1
2,Alaska,20040,0,0,2,0,122,KENAI PENINSULA (122),0,NO APLICA,8,Agosto,8,2022,22,10,SR-1 SEWARD HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,690,60.79328333,-149.2023556,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,lluvia,No,NO APLICA,99,99,99,99,1,08/08/2022,7
2,Alaska,20041,0,0,1,0,170,MATANUSKA-SUSITNA (170),9997,Other,8,Agosto,13,2022,0,1,SR-1 GLENN HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1224,61.96488333,-147.111675,Animal vivo,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,13/08/2022,1
2,Alaska,20042,0,0,2,0,170,MATANUSKA-SUSITNA (170),2823,WILLOW,8,Agosto,18,2022,9,5,SR-3 PARKS HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,938,62.06675556,-150.0598306,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,lluvia,No,NO APLICA,9,9,9,17,1,18/08/2022,2
2,Alaska,20043,0,0,3,0,20,ANCHORAGE (20),130,ANCHORAGE,8,Agosto,21,2022,1,49,CORDOVA ST,8,Otro,Urbano,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,8,61.20783611,-149.8792667,Vehiculo en movimiento,Frente a Detrás,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,lluvia,No,NO APLICA,1,50,1,54,2,21/08/2022,4
2,Alaska,20044,3,5,2,1,122,KENAI PENINSULA (122),0,NO APLICA,8,Agosto,25,2022,19,35,SR-1A SEWARD HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,711,60.81728056,-149.1578611,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Fuera de la calle,Ninguna,Dia total,Nublado,No,NO APLICA,99,99,99,99,1,25/08/2022,4
2,Alaska,20045,0,0,1,0,20,ANCHORAGE (20),130,ANCHORAGE,8,Agosto,31,2022,3,21,LAKE OTIS PKWY,8,Otro,Urbano,Arteria Principal,County Highway Agency,1,Sin jurisdiccion especial,99998,61.16452222,-149.8377583,Banqueta,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro con iluminacion,Nublado,No,NO APLICA,3,23,3,28,1,31/08/2022,2
2,Alaska,20046,0,0,1,0,170,MATANUSKA-SUSITNA (170),2790,WASILLA,8,Agosto,28,2022,4,0,E SELDON RD,8,Otro,Urbano,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,99998,61.61387778,-149.4334694,Animal vivo,El primer evento no fue una colision con un vehiculo automotor en transporte,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,88,88,88,88,1,28/08/2022,1
2,Alaska,20047,0,0,2,0,170,MATANUSKA-SUSITNA (170),2000,PALMER,9,Septiembre,1,2022,17,45,SR-1 GLENN HWY,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,339,61.55318056,-149.2479556,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,52,17,59,1,01/09/2022,5
2,Alaska,20048,0,0,2,0,170,MATANUSKA-SUSITNA (170),2000,PALMER,9,Septiembre,6,2022,17,6,SR-1 GLENN HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,530,60.83555556,-149.7530556,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,9,17,15,1,06/09/2022,2
2,Alaska,20049,0,0,2,0,20,ANCHORAGE (20),130,ANCHORAGE,9,Septiembre,16,2022,6,40,US-TUDOR RD,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.18071389,-149.8790278,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,6,40,6,45,1,16/09/2022,2
2,Alaska,20052,1,1,1,0,20,ANCHORAGE (20),130,ANCHORAGE,10,Octubre,5,2022,20,35,SR-1 GLENN HWY,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.22473611,-149.7858278,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,2,35,2,38,1,05/10/2022,2
2,Alaska,20053,0,0,1,0,170,MATANUSKA-SUSITNA (170),2000,PALMER,10,Octubre,6,2022,0,30,JONESVILLE MINE RD,8,Otro,Rural,Colector Menor,State Highway Agency,0,Sin jurisdiccion especial,10,61.72446389,-148.8995111,Acotamiento,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,lluvia,No,NO APLICA,88,88,88,88,1,06/10/2022,1
2,Alaska,20054,0,0,1,0,170,MATANUSKA-SUSITNA (170),2790,WASILLA,10,Octubre,12,2022,2,43,SR-3 PARKS HWY,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,380,61.56928056,-149.3403389,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro con iluminacion,Nieve,No,NO APLICA,88,88,88,88,1,12/10/2022,1
2,Alaska,20055,0,0,1,0,110,JUNEAU CITY AND BOR (110),1130,JUNEAU,10,Octubre,18,2022,0,51,SR-7 GLACIER HWY,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,99998,58.38168889,-134.6335861,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro con iluminacion,Neblina o Humo,No,NO APLICA,99,99,99,99,1,18/10/2022,3
2,Alaska,20056,1,1,1,0,20,ANCHORAGE (20),130,ANCHORAGE,10,Octubre,21,2022,22,41,A ST,8,Otro,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,0,61.19415,-149.8830778,Ciclista,El primer evento no fue una colision con un vehiculo automotor en transporte,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,Neblina o Humo,No,NO APLICA,22,42,22,46,1,21/10/2022,1
2,Alaska,20057,0,0,2,0,122,KENAI PENINSULA (122),2455,STERLING,10,Octubre,24,2022,13,40,SR-1 STERLING HIGHWAY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,361,60.53494444,-150.4940833,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,24/10/2022,2
2,Alaska,20058,1,1,1,0,20,ANCHORAGE (20),130,ANCHORAGE,11,Noviembre,1,2022,12,40,SR-9 SEWARD HWY,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.18209167,-149.8602583,Ciclista,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,12,43,12,46,1,01/11/2022,1
2,Alaska,20059,0,0,1,0,185,NORTH SLOPE (185),237,UTQIAGVIK,8,Agosto,27,2022,2,13,BOXER ST,8,Otro,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,99998,71.30268611,-156.7540944,Otro objeto (no fijo),El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,"Fuera de la calle, ubicacion desconocida",Ninguna,Oscuro con iluminacion,Nublado,No,NO APLICA,2,14,2,19,1,27/08/2022,2
2,Alaska,20060,1,1,1,0,122,KENAI PENINSULA (122),1240,KENAI,12,Diciembre,11,2022,20,24,KALIFORNSKY BEACH RD,8,Otro,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,99998,60.51663889,-151.2452556,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Nieve,No,NO APLICA,99,98,99,98,1,11/12/2022,2
2,Alaska,20061,0,0,2,0,170,MATANUSKA-SUSITNA (170),2000,PALMER,8,Agosto,19,2022,17,34,E PALMER-WASILLA HWY,8,Otro,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.59953333,-149.1286667,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,lluvia,No,NO APLICA,88,88,88,88,1,19/08/2022,3
2,Alaska,20062,0,0,1,0,122,KENAI PENINSULA (122),1620,MOOSE PASS,11,Noviembre,4,2022,9,55,SR-1 SEWARD HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,475,60.66555556,-149.4805556,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,04/11/2022,1
2,Alaska,20063,0,0,2,0,20,ANCHORAGE (20),130,ANCHORAGE,11,Noviembre,8,2022,17,14,SR-DIAMOND BLVD,3,Highway estatal,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.13744444,-149.9518861,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,Nublado,No,NO APLICA,17,18,17,25,1,08/11/2022,3
2,Alaska,20064,1,1,1,0,20,ANCHORAGE (20),130,ANCHORAGE,11,Noviembre,24,2022,5,20,US-MULDOON RD,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,0,61.216425,-149.7333556,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,5,21,5,27,1,24/11/2022,1
